Loc_ID,Project,latitude,longitude,Status,Building Type
1042937347,Coleman,31.81514087,-99.42571731,Unserved,Home
1042937348,Coleman,31.81525688,-99.42273901,Unserved,Residential
1042937350,Coleman,31.82437879,-99.43135197,Unserved,Home
1042937357,Coleman,31.8234016,-99.43278901,Unserved,Residential
1042937365,Coleman,31.81835219,-99.42905174,Unserved,Residential
1042937369,Coleman,31.81250851,-99.4286846,Unserved,Home
1042937378,Coleman,31.83075033,-99.42999573,Unserved,Residential
1042937386,Coleman,31.8144427,-99.41837367,Unserved,CAI
1042937387,Coleman,31.82392865,-99.4306738,Unserved,Home
1042937394,Coleman,31.81601696,-99.41729556,Unserved,Residential
1042937396,Coleman,31.82774103,-99.43875661,Unserved,Home
1042937399,Coleman,31.81112047,-99.4306398,Unserved,Residential
1042937402,Coleman,31.82536189,-99.43788952,Unserved,Home
1042937413,Coleman,31.82515087,-99.42482822,Unserved,Residential
1042937414,Coleman,31.82229258,-99.43905174,Unserved,Home
1042937415,Coleman,31.81473773,-99.41625646,Unserved,Residential
1042937422,Coleman,31.82693795,-99.42886762,Unserved,Residential
1042937427,Coleman,31.8244327,-99.43797353,Unserved,Home
1042937429,Coleman,31.82777803,-99.43534037,Unserved,Residential
1042937430,Coleman,31.8154628,-99.4286846,Unserved,CAI
1042937435,Coleman,31.81156041,-99.41452829,Unserved,Home
1042937440,Coleman,31.82472173,-99.42338917,Unserved,Residential
1042937441,Coleman,31.82213057,-99.43180692,Unserved,Home
1042937442,Coleman,31.88639799,-99.39799053,Unserved,Residential
1042937446,Coleman,31.8224465,-99.43843968,Unserved,Home
1042937456,Coleman,31.82383064,-99.43279501,Unserved,Residential
1042937463,Coleman,31.81554181,-99.42072381,Unserved,Home
1042937471,Coleman,31.81960822,-99.41606244,Unserved,Residential
1042937487,Coleman,31.82002736,-99.43111295,Unserved,Residential
1042937488,Coleman,31.82657091,-99.42002884,Unserved,Home
1042937498,Coleman,31.81874113,-99.42781252,Unserved,Residential
1042937503,Coleman,31.81663192,-99.4176905,Unserved,CAI
1042937504,Coleman,31.81629098,-99.42212805,Unserved,Home
1042937505,Coleman,31.82128648,-99.42002884,Unserved,Residential
1042937507,Coleman,31.82610797,-99.42774551,Unserved,Home
1042937521,Coleman,31.82560282,-99.42915175,Unserved,Residential
1042937524,Coleman,31.82261252,-99.44046288,Unserved,Home
1042937530,Coleman,31.82131149,-99.43114595,Unserved,Residential
1042937536,Coleman,31.82564682,-99.42950679,Unserved,Home
1042937539,Coleman,31.81741,-99.41713955,Unserved,Residential
1042937540,Coleman,31.81592185,-99.42056789,Unserved,Residential
1042937546,Coleman,31.817471,-99.4216909,Unserved,Home
1042937552,Coleman,31.80700006,-99.42820666,Unserved,Residential
1042937562,Coleman,31.82576183,-99.42848968,Unserved,CAI
1042937563,Coleman,31.81822118,-99.41815665,Unserved,Home
1042937564,Coleman,31.8404883,-99.5776735,Unserved,Residential
1042937569,Coleman,31.82177743,-99.4306568,Unserved,Home
1042937574,Coleman,31.8214964,-99.43879561,Unserved,Residential
1042937575,Coleman,31.82881014,-99.43702854,Unserved,Home
1042937581,Coleman,31.82655891,-99.4306738,Unserved,Residential
1042937585,Coleman,31.83739109,-99.4296237,Unserved,Home
1042937591,Coleman,31.8264179,-99.43109094,Unserved,Residential
1042937592,Coleman,31.81663692,-99.41730657,Unserved,Residential
1042937594,Coleman,31.82878213,-99.43115195,Unserved,Home
1042937605,Coleman,31.817488,-99.42905174,Unserved,Residential
1042937608,Coleman,31.82299755,-99.42910175,Unserved,CAI
1042937617,Coleman,31.81555781,-99.41699043,Unserved,Home
1042937631,Coleman,31.82572783,-99.43155699,Unserved,Residential
1042937633,Coleman,31.84195245,-99.43107394,Unserved,Home
1042937636,Coleman,31.82612097,-99.42970671,Unserved,Residential
1042937638,Coleman,31.82934029,-99.43693943,Unserved,Home
1042937645,Coleman,31.82260252,-99.43134097,Unserved,Residential
1042937647,Coleman,31.81432879,-99.42735157,Unserved,Home
1042937650,Coleman,31.82570883,-99.43486222,Unserved,Residential
1042937655,Coleman,31.81787104,-99.4196567,Unserved,Residential
1042937657,Coleman,31.807412,-99.41745158,Unserved,Home
1042937664,Coleman,31.81339169,-99.41877861,Unserved,Residential
1042937677,Coleman,31.82782104,-99.43490123,Unserved,CAI
1042937678,Coleman,31.81206856,-99.43025186,Unserved,Home
1042937680,Coleman,31.82792805,-99.41848468,Unserved,Residential
1042937683,Coleman,31.8504973,-99.4406458,Unserved,Home
1042937686,Coleman,31.81262752,-99.4296787,Unserved,Residential
1042937690,Coleman,31.82277153,-99.43878961,Unserved,Home
1042937691,Coleman,31.82214057,-99.42783952,Unserved,Residential
1042937694,Coleman,31.82477873,-99.43818465,Unserved,Home
1042937700,Coleman,31.82923728,-99.43490123,Unserved,Residential
1042937703,Coleman,31.81660792,-99.42125696,Unserved,Residential
1042937710,Coleman,31.81488174,-99.41682342,Unserved,Home
1042937714,Coleman,31.81833719,-99.43040188,Unserved,Residential
1042937718,Coleman,31.82612097,-99.42801764,Unserved,CAI
1042937722,Coleman,31.80309166,-99.4286456,Unserved,Home
1042937731,Coleman,31.82296755,-99.43254509,Unserved,Residential
1042937733,Coleman,31.75683794,-99.42370111,Unserved,Home
1042937734,Coleman,31.82471173,-99.43146798,Unserved,Residential
1042937739,Coleman,31.8124475,-99.43059089,Unserved,Home
1042937748,Coleman,31.81963222,-99.41906274,Unserved,Residential
1042937753,Coleman,31.81922128,-99.42004584,Unserved,Home
1042937761,Coleman,31.81317267,-99.42004084,Unserved,Residential
1042937765,Coleman,31.82597285,-99.41898463,Unserved,Residential
1042937769,Coleman,31.81129148,-99.41138997,Unserved,Home
1042937774,Coleman,31.81335769,-99.41755659,Unserved,Residential
1042937791,Coleman,31.82312767,-99.42844568,Unserved,CAI
1042937796,Coleman,31.81463072,-99.4216399,Unserved,Home
1042937797,Coleman,31.82821718,-99.43879061,Unserved,Residential
1042937798,Coleman,31.81303866,-99.42125196,Unserved,Home
1042937799,Coleman,31.82433079,-99.42439527,Unserved,Residential
1042937804,Coleman,31.82312167,-99.42699043,Unserved,Home
1042937807,Coleman,31.81522288,-99.41454029,Unserved,Residential
1042937811,Coleman,31.82652191,-99.43010185,Unserved,Home
1042937817,Coleman,31.8294562,-99.43049588,Unserved,Residential
1042937821,Coleman,31.81329768,-99.42904574,Unserved,Residential
1042937822,Coleman,31.81135249,-99.43007384,Unserved,Home
1042937830,Coleman,31.82653191,-99.42021286,Unserved,Residential
1042937834,Coleman,31.82431779,-99.41744558,Unserved,CAI
1042937835,Coleman,31.81953821,-99.42877361,Unserved,Home
1042937839,Coleman,31.81706606,-99.41932877,Unserved,Residential
1042937862,Coleman,31.82674893,-99.42008484,Unserved,Home
1042937863,Coleman,31.8154568,-99.42833967,Unserved,Residential
1042937866,Coleman,31.81297655,-99.42533937,Unserved,Home
1042937872,Coleman,31.81786104,-99.42124596,Unserved,Residential
1042937873,Coleman,31.82746,-99.43533937,Unserved,Home
1042937875,Coleman,31.86074633,-99.41490623,Unserved,Residential
1042937877,Coleman,31.82128048,-99.41970671,Unserved,Residential
1042937880,Coleman,31.81492775,-99.42146798,Unserved,Home
1042937886,Coleman,31.81001136,-99.41533437,Unserved,Residential
1042937897,Coleman,31.83119147,-99.43297803,Unserved,CAI
1042937898,Coleman,31.81892815,-99.41378411,Unserved,Home
1042937906,Coleman,31.827437,-99.42786752,Unserved,Residential
1042937910,Coleman,31.81589884,-99.41338417,Unserved,Home
1042937911,Coleman,31.81261152,-99.42811265,Unserved,Residential
1042937918,Coleman,31.82213657,-99.42800664,Unserved,Home
1042937919,Coleman,31.81662292,-99.4276625,Unserved,Residential
1042937925,Coleman,31.8394682,-99.42755159,Unserved,Home
1042937931,Coleman,31.82996825,-99.43346218,Unserved,Residential
1042937935,Coleman,31.827458,-99.43017385,Unserved,Residential
1042937937,Coleman,31.81410177,-99.41459029,Unserved,Home
1042937940,Coleman,31.81412777,-99.42008984,Unserved,Residential
1042937946,Coleman,31.82211157,-99.42699043,Unserved,CAI
1042937948,Coleman,31.82596885,-99.42847368,Unserved,Home
1042937951,Coleman,31.81663792,-99.41691243,Unserved,Residential
1042937956,Coleman,31.81787604,-99.42243908,Unserved,Home
1042937960,Coleman,31.8294362,-99.43021786,Unserved,Residential
1042937968,Coleman,31.84228758,-99.42657849,Unserved,Home
1042937981,Coleman,31.81487274,-99.41748458,Unserved,Residential
1042937990,Coleman,31.82609896,-99.43316215,Unserved,Home
1042937991,Coleman,31.81554681,-99.41573931,Unserved,Residential
1042937997,Coleman,31.86275653,-99.41870661,Unserved,Residential
1042938008,Coleman,31.82877813,-99.42807364,Unserved,Home
1042938013,Coleman,31.81608796,-99.41890163,Unserved,Residential
1042938027,Coleman,31.82832119,-99.42757859,Unserved,CAI
1042938036,Coleman,31.82986124,-99.43258909,Unserved,Home
1042938039,Coleman,31.81425178,-99.41533437,Unserved,Residential
1042938040,Coleman,31.87801716,-99.41411225,Unserved,Home
1042938049,Coleman,31.817431,-99.42938977,Unserved,Residential
1042938051,Coleman,31.81317267,-99.43316215,Unserved,Home
1042938059,Coleman,31.82796105,-99.4206238,Unserved,Residential
1042938080,Coleman,31.80236659,-99.41451729,Unserved,Home
1042938082,Coleman,31.81316867,-99.41585132,Unserved,Residential
1042938084,Coleman,31.81293655,-99.42722856,Unserved,Residential
1042938086,Coleman,31.81916227,-99.4196737,Unserved,Home
1042938087,Coleman,31.82423878,-99.42705154,Unserved,Residential
1042938089,Coleman,31.81293755,-99.42571231,Unserved,CAI
1042938093,Coleman,31.82671793,-99.41954579,Unserved,Home
1042938108,Coleman,31.81791005,-99.41909574,Unserved,Residential
1042938110,Coleman,31.8284971,-99.43115695,Unserved,Home
1042938119,Coleman,31.81835819,-99.42856269,Unserved,Residential
1042938133,Coleman,31.83120648,-99.43181792,Unserved,Home
1042938135,Coleman,31.827448,-99.41785152,Unserved,Residential
1042938139,Coleman,31.81662092,-99.41710655,Unserved,Home
1042938145,Coleman,31.82093035,-99.43111795,Unserved,Residential
1042938150,Coleman,31.81727108,-99.42742358,Unserved,Residential
1042938156,Coleman,31.81600196,-99.4196787,Unserved,Home
1042938167,Coleman,31.82516187,-99.43840168,Unserved,Residential
1042938168,Coleman,31.8204103,-99.42541738,Unserved,CAI
1042938169,Coleman,31.82991025,-99.42852869,Unserved,Home
1042938171,Coleman,31.81811217,-99.42014085,Unserved,Residential
1042938177,Coleman,31.82573183,-99.43197893,Unserved,Home
1042938180,Coleman,31.8204573,-99.43002384,Unserved,Residential
1042938187,Coleman,31.82836719,-99.42811265,Unserved,Home
1042938190,Coleman,31.82260152,-99.42902374,Unserved,Residential
1042938196,Coleman,31.82181144,-99.42049088,Unserved,Home
1042938200,Coleman,31.82521188,-99.42022386,Unserved,Residential
1042938202,Coleman,31.82130249,-99.42585132,Unserved,Residential
1042938206,Coleman,31.82089134,-99.4306568,Unserved,Home
1042938224,Coleman,31.82570283,-99.43426226,Unserved,Residential
1042938226,Coleman,31.82518687,-99.42643948,Unserved,CAI
1042938228,Coleman,31.82260652,-99.43230607,Unserved,Home
1042938231,Coleman,31.82864012,-99.41792853,Unserved,Residential
1042938239,Coleman,31.8204573,-99.4176785,Unserved,Home
1042938241,Coleman,31.98886614,-99.63539537,Unserved,Residential
1042938242,Coleman,31.75597785,-99.67077881,Unserved,Home
1042938255,Coleman,31.82382164,-99.42584532,Unserved,Residential
1042938265,Coleman,31.75684794,-99.42323416,Unserved,Home
1042938266,Coleman,31.82289054,-99.43853969,Unserved,Residential
